120 mm/s (L) + 150 mm/s (R) @ 30s | l = 0.142875

0.00	0.00	0.01
0.01	0.00	0.02
0.01	0.00	0.03
0.02	0.00	0.04
0.02	0.00	0.04
0.03	0.00	0.05
0.04	0.00	0.06
0.04	0.00	0.07
0.05	0.00	0.08
0.05	0.00	0.08
0.06	0.00	0.10
0.06	0.00	0.10
0.07	0.00	0.12
0.08	0.00	0.13
0.08	0.01	0.13
0.09	0.01	0.15
0.10	0.01	0.16
0.10	0.01	0.16
0.11	0.01	0.18
0.11	0.01	0.19
0.12	0.01	0.20
0.13	0.01	0.21
0.13	0.01	0.22
0.14	0.02	0.23
0.15	0.02	0.24
0.15	0.02	0.25
0.16	0.02	0.26
0.17	0.02	0.27
0.17	0.02	0.28
0.18	0.03	0.29
0.19	0.03	0.30
0.19	0.03	0.31
0.20	0.03	0.32
0.21	0.03	0.33
0.21	0.04	0.34
0.22	0.04	0.35
0.22	0.04	0.36
0.23	0.04	0.37
0.24	0.05	0.38
0.24	0.05	0.39
0.25	0.05	0.40
0.26	0.05	0.41
0.26	0.06	0.42
0.27	0.06	0.43
0.27	0.06	0.44
0.28	0.07	0.45
0.29	0.07	0.46
0.29	0.07	0.47
0.30	0.07	0.48
0.30	0.08	0.49
0.31	0.08	0.50
0.32	0.08	0.51
0.32	0.09	0.52
0.33	0.09	0.53
0.33	0.09	0.55
0.34	0.10	0.56
0.34	0.10	0.57
0.35	0.11	0.58
0.36	0.11	0.59
0.36	0.11	0.60
0.37	0.12	0.61
0.37	0.12	0.62
0.38	0.12	0.63
0.38	0.13	0.64
0.39	0.13	0.65
0.39	0.14	0.66
0.40	0.14	0.67
0.41	0.15	0.68
0.41	0.15	0.69
0.42	0.15	0.71
0.42	0.16	0.72
0.43	0.16	0.72
0.43	0.17	0.73
0.44	0.17	0.74
0.44	0.18	0.75
0.45	0.18	0.76
0.45	0.19	0.77
0.46	0.19	0.78
0.46	0.20	0.79
0.46	0.20	0.80
0.47	0.20	0.81
0.47	0.21	0.82
0.48	0.21	0.83
0.48	0.22	0.84
0.49	0.22	0.85
0.49	0.23	0.86
0.50	0.24	0.87
0.50	0.24	0.88
0.50	0.25	0.90
0.51	0.25	0.91
0.51	0.26	0.92
0.52	0.26	0.93
0.52	0.27	0.94
0.53	0.27	0.95
0.53	0.28	0.96
0.53	0.28	0.97
0.54	0.29	0.99
0.54	0.29	1.00
0.54	0.30	1.01
0.55	0.31	1.02
0.55	0.31	1.03
0.55	0.32	1.04
0.56	0.32	1.05
0.56	0.33	1.06
0.56	0.34	1.08
0.57	0.34	1.09
0.57	0.35	1.10
0.57	0.35	1.11
0.58	0.36	1.12
0.58	0.37	1.14
0.58	0.37	1.15
0.58	0.38	1.16
0.59	0.38	1.17
0.59	0.39	1.18
0.59	0.40	1.19
0.60	0.40	1.20
0.60	0.41	1.21
0.60	0.42	1.22
0.60	0.42	1.23
0.60	0.43	1.24
0.61	0.43	1.25
0.61	0.44	1.26
0.61	0.45	1.27
0.61	0.45	1.28
0.61	0.46	1.29
0.62	0.47	1.30
0.62	0.47	1.31
0.62	0.48	1.32
0.62	0.49	1.33
0.62	0.49	1.34
0.62	0.50	1.35
0.63	0.51	1.36
0.63	0.51	1.37
0.63	0.52	1.38
0.63	0.53	1.39
0.63	0.53	1.40
0.63	0.54	1.41
0.63	0.55	1.42
0.63	0.55	1.43
0.64	0.56	1.45
0.64	0.57	1.46
0.64	0.57	1.47
0.64	0.58	1.48
0.64	0.59	1.49
0.64	0.59	1.50
0.64	0.60	1.51
0.64	0.61	1.52
0.64	0.61	1.53
0.64	0.62	1.54
0.64	0.63	1.55
0.64	0.63	1.56
0.64	0.64	1.57
0.64	0.65	1.59
0.64	0.65	1.59
0.64	0.66	1.61
0.64	0.67	1.62
0.64	0.67	1.63
0.64	0.68	1.64
0.64	0.69	1.65
0.64	0.69	1.65
0.64	0.70	1.67
0.64	0.71	1.67
0.64	0.71	1.68
0.63	0.72	1.70
0.63	0.73	1.71
0.63	0.73	1.72
0.63	0.74	1.73
0.63	0.75	1.74
0.63	0.75	1.75
0.63	0.76	1.76
0.63	0.77	1.77
0.63	0.77	1.78
0.62	0.78	1.79
0.62	0.79	1.80
0.62	0.79	1.81
0.62	0.80	1.82
0.62	0.81	1.83
0.62	0.81	1.84
0.61	0.82	1.85
0.61	0.83	1.86
0.61	0.83	1.87
0.61	0.84	1.88
0.61	0.85	1.89
0.60	0.85	1.90
0.60	0.86	1.91
0.60	0.86	1.92
0.60	0.87	1.93
0.60	0.88	1.94
0.59	0.88	1.95
0.59	0.89	1.96
0.59	0.90	1.97
0.58	0.90	1.98
0.58	0.91	2.00
0.58	0.91	2.00
0.58	0.92	2.01
0.57	0.93	2.03
0.57	0.93	2.04
0.57	0.94	2.04
0.56	0.94	2.06
0.56	0.95	2.07
0.56	0.96	2.08
0.55	0.96	2.09
0.55	0.97	2.10
0.55	0.97	2.11
0.54	0.98	2.12
0.54	0.99	2.13
0.54	0.99	2.14
0.53	1.00	2.15
0.53	1.00	2.16
0.53	1.01	2.17
0.52	1.01	2.18
0.52	1.02	2.19
0.51	1.03	2.20
0.51	1.03	2.21
0.51	1.04	2.22
0.50	1.04	2.23
0.50	1.05	2.24
0.49	1.05	2.25
0.49	1.06	2.26
0.49	1.06	2.27
0.48	1.07	2.28
0.48	1.07	2.29
0.47	1.08	2.30
0.47	1.08	2.31
0.46	1.09	2.32
0.46	1.09	2.33
0.45	1.10	2.34
0.45	1.10	2.35
0.44	1.11	2.36
0.44	1.11	2.37
0.43	1.12	2.38
0.43	1.12	2.39
0.42	1.13	2.40
0.42	1.13	2.41
0.41	1.13	2.42
0.41	1.14	2.43
0.40	1.14	2.44
0.40	1.15	2.45
0.39	1.15	2.46
0.39	1.16	2.47
0.38	1.16	2.48
0.38	1.16	2.49
0.37	1.17	2.50
0.37	1.17	2.51
0.36	1.18	2.52
0.36	1.18	2.54
0.35	1.18	2.55
0.35	1.19	2.56
0.34	1.19	2.57
0.33	1.20	2.58
0.33	1.20	2.59
0.32	1.20	2.60
0.32	1.21	2.61
0.31	1.21	2.62
0.30	1.21	2.63
0.30	1.22	2.64
0.29	1.22	2.65
0.29	1.22	2.66
0.28	1.23	2.67
0.27	1.23	2.68
0.27	1.23	2.69
0.26	1.23	2.70
0.26	1.24	2.71
0.25	1.24	2.72
0.24	1.24	2.73
0.24	1.25	2.74
0.23	1.25	2.75
0.23	1.25	2.76
0.22	1.25	2.77
0.21	1.26	2.78
0.21	1.26	2.79
0.20	1.26	2.80
0.19	1.26	2.81
0.19	1.26	2.83
0.18	1.27	2.83
0.17	1.27	2.85
0.17	1.27	2.86
0.16	1.27	2.87
0.16	1.27	2.88
0.15	1.28	2.89
0.14	1.28	2.90
0.14	1.28	2.91
0.13	1.28	2.92
0.12	1.28	2.93
0.12	1.28	2.94
0.11	1.28	2.95
0.10	1.29	2.96
0.10	1.29	2.97
0.09	1.29	2.98
0.08	1.29	2.99
0.08	1.29	3.00
0.07	1.29	3.01
0.06	1.29	3.02
0.06	1.29	3.03
0.05	1.29	3.04
0.04	1.29	3.05
0.04	1.29	3.06
0.03	1.30	3.07
0.02	1.30	3.08
0.02	1.30	3.10
0.01	1.30	3.11
0.00	1.30	3.12
-0.01	1.30	3.13
-0.01	1.30	3.14
-0.02	1.30	3.15
-0.03	1.30	3.16
-0.03	1.30	3.17
-0.04	1.30	3.18
-0.05	1.30	3.19
-0.05	1.30	3.20
-0.06	1.30	3.21
-0.07	1.29	3.22
-0.07	1.29	3.23
-0.08	1.29	3.24
-0.09	1.29	3.25
-0.09	1.29	3.26
-0.10	1.29	3.28
-0.11	1.29	3.29
-0.11	1.29	3.30
-0.12	1.29	3.31
-0.13	1.29	3.32
-0.13	1.29	3.33
-0.14	1.28	3.34
-0.15	1.28	3.35
-0.15	1.28	3.36
-0.16	1.28	3.37
-0.17	1.28	3.38
-0.17	1.28	3.39
-0.18	1.28	3.40
-0.19	1.27	3.41
-0.19	1.27	3.42
-0.20	1.27	3.44
-0.20	1.27	3.45
-0.21	1.27	3.46
-0.22	1.26	3.47
-0.22	1.26	3.48
-0.23	1.26	3.49
-0.24	1.26	3.50
-0.24	1.25	3.51
-0.25	1.25	3.52
-0.26	1.25	3.53
-0.26	1.25	3.54
-0.27	1.24	3.56
-0.27	1.24	3.57
-0.28	1.24	3.58
-0.29	1.24	3.59
-0.29	1.23	3.60
-0.30	1.23	3.61
-0.30	1.23	3.63
-0.31	1.22	3.64
-0.32	1.22	3.65
-0.32	1.22	3.66
-0.33	1.21	3.67
-0.33	1.21	3.68
-0.34	1.21	3.69
-0.34	1.20	3.70
-0.35	1.20	3.71
-0.36	1.20	3.72
-0.36	1.19	3.73
-0.37	1.19	3.74
-0.37	1.18	3.75
-0.38	1.18	3.77
-0.38	1.18	3.78
-0.39	1.17	3.79
-0.39	1.17	3.80
-0.40	1.16	3.81
-0.41	1.16	3.82
-0.41	1.16	3.83
-0.42	1.15	3.84
-0.42	1.15	3.85
-0.43	1.14	3.86
-0.43	1.14	3.87
-0.44	1.13	3.88
-0.44	1.13	3.89
-0.45	1.12	3.90
-0.45	1.12	3.91
-0.46	1.11	3.92
-0.46	1.11	3.93
-0.47	1.11	3.94
-0.47	1.10	3.95
-0.47	1.10	3.96
-0.48	1.09	3.97
-0.48	1.09	3.98
-0.49	1.08	3.99
-0.49	1.08	4.00
-0.50	1.07	4.01
-0.50	1.07	4.02
-0.51	1.06	4.03
-0.51	1.05	4.04
-0.51	1.05	4.05
-0.52	1.04	4.06
-0.52	1.04	4.07
-0.53	1.03	4.08
-0.53	1.03	4.09
-0.53	1.02	4.10
-0.54	1.02	4.11
-0.54	1.01	4.12
-0.55	1.01	4.13
-0.55	1.00	4.14
-0.55	0.99	4.15
-0.56	0.99	4.16
-0.56	0.98	4.17
-0.56	0.98	4.18
-0.57	0.97	4.19
-0.57	0.96	4.20
-0.57	0.96	4.21
-0.58	0.95	4.23
-0.58	0.95	4.24
-0.58	0.94	4.25
-0.59	0.94	4.26
-0.59	0.93	4.27
-0.59	0.92	4.28
-0.59	0.92	4.29
-0.60	0.91	4.30
-0.60	0.90	4.31
-0.60	0.90	4.32
-0.61	0.89	4.33
-0.61	0.89	4.34
-0.61	0.88	4.35
-0.61	0.87	4.36
-0.61	0.87	4.37
-0.62	0.86	4.38
-0.62	0.85	4.39
-0.62	0.85	4.40
-0.62	0.84	4.41
-0.63	0.83	4.42
-0.63	0.83	4.43
-0.63	0.82	4.44
-0.63	0.82	4.45
-0.63	0.81	4.46
-0.63	0.80	4.47
-0.64	0.80	4.48
-0.64	0.79	4.50
-0.64	0.78	4.51
-0.64	0.78	4.51
-0.64	0.77	4.53
-0.64	0.76	4.54
-0.64	0.76	4.55
-0.64	0.75	4.56
-0.65	0.74	4.57
-0.65	0.74	4.58
-0.65	0.73	4.59
-0.65	0.72	4.60
-0.65	0.72	4.61
